ProductKey;OrderDateKey;DueDateKey;ShipDateKey;CustomerKey;PromotionKey;CurrencyKey;SalesTerritoryKey;SalesOrderNumber;SalesOrderLineNumber;RevisionNumber;OrderQuantity;UnitPrice;ExtendedAmount;UnitPriceDiscountPct;DiscountAmount;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmt;Freight;CarrierTrackingNumber;CustomerPONumber;OrderDate;DueDate;ShipDate
354;20120707;20120719;20120714;13643;1;6;9;SO48854;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-07T00:00:00;2012-07-19T00:00:00;2012-07-14T00:00:00
354;20120707;20120719;20120714;13955;1;6;9;SO48855;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-07T00:00:00;2012-07-19T00:00:00;2012-07-14T00:00:00
358;20120707;20120719;20120714;13967;1;6;9;SO48856;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-07T00:00:00;2012-07-19T00:00:00;2012-07-14T00:00:00
343;20120707;20120719;20120714;26652;1;6;9;SO48857;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-07T00:00:00;2012-07-19T00:00:00;2012-07-14T00:00:00
373;20120708;20120720;20120715;16603;1;100;8;SO48859;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-08T00:00:00;2012-07-20T00:00:00;2012-07-15T00:00:00
356;20120708;20120720;20120715;13964;1;6;9;SO48864;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-08T00:00:00;2012-07-20T00:00:00;2012-07-15T00:00:00
381;20120708;20120720;20120715;24924;1;6;9;SO48865;1;1;1;1000,4375;1000,4375;0;0;605,6492;605,6492;1000,4375;80,035;25,0109;;;2012-07-08T00:00:00;2012-07-20T00:00:00;2012-07-15T00:00:00
362;20120708;20120720;20120715;13527;2;6;9;SO48866;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-08T00:00:00;2012-07-20T00:00:00;2012-07-15T00:00:00
371;20120709;20120721;20120716;23314;1;6;9;SO48869;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-09T00:00:00;2012-07-21T00:00:00;2012-07-16T00:00:00
371;20120709;20120721;20120716;23316;1;6;9;SO48870;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-09T00:00:00;2012-07-21T00:00:00;2012-07-16T00:00:00
360;20120709;20120721;20120716;13970;1;6;9;SO48874;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-09T00:00:00;2012-07-21T00:00:00;2012-07-16T00:00:00
381;20120709;20120721;20120716;24922;1;6;9;SO48875;1;1;1;1000,4375;1000,4375;0;0;605,6492;605,6492;1000,4375;80,035;25,0109;;;2012-07-09T00:00:00;2012-07-21T00:00:00;2012-07-16T00:00:00
335;20120709;20120721;20120716;26588;1;6;9;SO48876;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-09T00:00:00;2012-07-21T00:00:00;2012-07-16T00:00:00
329;20120709;20120721;20120716;26657;1;6;9;SO48877;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-09T00:00:00;2012-07-21T00:00:00;2012-07-16T00:00:00
371;20120710;20120722;20120717;23324;1;6;9;SO48881;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-10T00:00:00;2012-07-22T00:00:00;2012-07-17T00:00:00
356;20120710;20120722;20120717;13528;1;6;9;SO48883;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-10T00:00:00;2012-07-22T00:00:00;2012-07-17T00:00:00
389;20120710;20120722;20120717;24921;1;6;9;SO48884;1;1;1;1000,4375;1000,4375;0;0;605,6492;605,6492;1000,4375;80,035;25,0109;;;2012-07-10T00:00:00;2012-07-22T00:00:00;2012-07-17T00:00:00
358;20120711;20120723;20120718;13618;1;6;9;SO48890;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-11T00:00:00;2012-07-23T00:00:00;2012-07-18T00:00:00
360;20120711;20120723;20120718;13650;1;6;9;SO48891;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-11T00:00:00;2012-07-23T00:00:00;2012-07-18T00:00:00
383;20120712;20120724;20120719;19034;1;100;8;SO48894;1;1;1;1000,4375;1000,4375;0;0;605,6492;605,6492;1000,4375;80,035;25,0109;;;2012-07-12T00:00:00;2012-07-24T00:00:00;2012-07-19T00:00:00
377;20120712;20120724;20120719;16540;1;100;8;SO48897;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-12T00:00:00;2012-07-24T00:00:00;2012-07-19T00:00:00
373;20120712;20120724;20120719;23313;1;6;9;SO48899;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-12T00:00:00;2012-07-24T00:00:00;2012-07-19T00:00:00
352;20120712;20120724;20120719;13960;1;6;9;SO48901;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-12T00:00:00;2012-07-24T00:00:00;2012-07-19T00:00:00
358;20120712;20120724;20120719;13966;1;6;9;SO48902;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-12T00:00:00;2012-07-24T00:00:00;2012-07-19T00:00:00
343;20120712;20120724;20120719;26653;1;6;9;SO48903;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-12T00:00:00;2012-07-24T00:00:00;2012-07-19T00:00:00
362;20120713;20120725;20120720;13626;2;6;9;SO48908;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-13T00:00:00;2012-07-25T00:00:00;2012-07-20T00:00:00
352;20120713;20120725;20120720;13953;1;6;9;SO48909;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-13T00:00:00;2012-07-25T00:00:00;2012-07-20T00:00:00
377;20120714;20120726;20120721;16587;1;100;8;SO48910;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-14T00:00:00;2012-07-26T00:00:00;2012-07-21T00:00:00
329;20120714;20120726;20120721;20841;1;100;8;SO48912;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-14T00:00:00;2012-07-26T00:00:00;2012-07-21T00:00:00
369;20120714;20120726;20120721;23412;2;6;9;SO48913;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-14T00:00:00;2012-07-26T00:00:00;2012-07-21T00:00:00
358;20120714;20120726;20120721;13616;1;6;9;SO48916;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-14T00:00:00;2012-07-26T00:00:00;2012-07-21T00:00:00
356;20120714;20120726;20120721;13636;1;6;9;SO48917;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-14T00:00:00;2012-07-26T00:00:00;2012-07-21T00:00:00
362;20120714;20120726;20120721;13638;2;6;9;SO48918;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-14T00:00:00;2012-07-26T00:00:00;2012-07-21T00:00:00
327;20120714;20120726;20120721;26658;1;6;9;SO48919;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-14T00:00:00;2012-07-26T00:00:00;2012-07-21T00:00:00
354;20120715;20120727;20120722;12275;1;100;8;SO48920;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-15T00:00:00;2012-07-27T00:00:00;2012-07-22T00:00:00
373;20120715;20120727;20120722;23117;1;6;9;SO48926;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-15T00:00:00;2012-07-27T00:00:00;2012-07-22T00:00:00
352;20120715;20120727;20120722;13526;1;6;9;SO48929;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-15T00:00:00;2012-07-27T00:00:00;2012-07-22T00:00:00
352;20120716;20120728;20120723;13644;1;6;9;SO48936;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-16T00:00:00;2012-07-28T00:00:00;2012-07-23T00:00:00
352;20120716;20120728;20120723;13529;1;6;9;SO48937;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-16T00:00:00;2012-07-28T00:00:00;2012-07-23T00:00:00
325;20120717;20120729;20120724;20835;1;100;8;SO48940;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-17T00:00:00;2012-07-29T00:00:00;2012-07-24T00:00:00
352;20120717;20120729;20120724;13973;1;6;9;SO48943;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-17T00:00:00;2012-07-29T00:00:00;2012-07-24T00:00:00
383;20120717;20120729;20120724;25010;1;6;9;SO48944;1;1;1;1000,4375;1000,4375;0;0;605,6492;605,6492;1000,4375;80,035;25,0109;;;2012-07-17T00:00:00;2012-07-29T00:00:00;2012-07-24T00:00:00
352;20120718;20120730;20120725;13957;1;6;9;SO48947;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-18T00:00:00;2012-07-30T00:00:00;2012-07-25T00:00:00
354;20120718;20120730;20120725;13974;1;6;9;SO48948;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-18T00:00:00;2012-07-30T00:00:00;2012-07-25T00:00:00
335;20120718;20120730;20120725;26591;1;6;9;SO48949;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-18T00:00:00;2012-07-30T00:00:00;2012-07-25T00:00:00
370;20120719;20120731;20120726;23413;1;6;9;SO48953;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-19T00:00:00;2012-07-31T00:00:00;2012-07-26T00:00:00
358;20120719;20120731;20120726;13645;1;6;9;SO48955;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-19T00:00:00;2012-07-31T00:00:00;2012-07-26T00:00:00
356;20120719;20120731;20120726;13968;1;6;9;SO48956;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-19T00:00:00;2012-07-31T00:00:00;2012-07-26T00:00:00
333;20120720;20120801;20120727;20836;1;100;8;SO48957;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-20T00:00:00;2012-08-01T00:00:00;2012-07-27T00:00:00
377;20120720;20120801;20120727;23310;1;6;9;SO48958;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-20T00:00:00;2012-08-01T00:00:00;2012-07-27T00:00:00
375;20120720;20120801;20120727;23417;1;6;9;SO48959;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-20T00:00:00;2012-08-01T00:00:00;2012-07-27T00:00:00
358;20120720;20120801;20120727;13619;1;6;9;SO48961;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-20T00:00:00;2012-08-01T00:00:00;2012-07-27T00:00:00
362;20120720;20120801;20120727;13649;2;6;9;SO48962;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-20T00:00:00;2012-08-01T00:00:00;2012-07-27T00:00:00
383;20120720;20120801;20120727;25011;1;6;9;SO48963;1;1;1;1000,4375;1000,4375;0;0;605,6492;605,6492;1000,4375;80,035;25,0109;;;2012-07-20T00:00:00;2012-08-01T00:00:00;2012-07-27T00:00:00
371;20120721;20120802;20120728;16824;1;100;8;SO48964;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-21T00:00:00;2012-08-02T00:00:00;2012-07-28T00:00:00
389;20120721;20120802;20120728;19030;1;100;8;SO48965;1;1;1;1000,4375;1000,4375;0;0;605,6492;605,6492;1000,4375;80,035;25,0109;;;2012-07-21T00:00:00;2012-08-02T00:00:00;2012-07-28T00:00:00
379;20120721;20120802;20120728;23320;1;6;9;SO48969;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-21T00:00:00;2012-08-02T00:00:00;2012-07-28T00:00:00
362;20120721;20120802;20120728;13625;2;6;9;SO48971;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-21T00:00:00;2012-08-02T00:00:00;2012-07-28T00:00:00
360;20120721;20120802;20120728;13629;1;6;9;SO48972;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-21T00:00:00;2012-08-02T00:00:00;2012-07-28T00:00:00
337;20120721;20120802;20120728;26656;1;6;9;SO48973;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-21T00:00:00;2012-08-02T00:00:00;2012-07-28T00:00:00
321;20120722;20120803;20120729;20842;1;100;8;SO48977;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-22T00:00:00;2012-08-03T00:00:00;2012-07-29T00:00:00
369;20120722;20120803;20120729;23322;2;6;9;SO48980;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-22T00:00:00;2012-08-03T00:00:00;2012-07-29T00:00:00
368;20120722;20120803;20120729;23348;1;6;9;SO48981;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-22T00:00:00;2012-08-03T00:00:00;2012-07-29T00:00:00
354;20120722;20120803;20120729;13632;1;6;9;SO48984;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-22T00:00:00;2012-08-03T00:00:00;2012-07-29T00:00:00
360;20120722;20120803;20120729;13646;1;6;9;SO48985;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-22T00:00:00;2012-08-03T00:00:00;2012-07-29T00:00:00
325;20120722;20120803;20120729;26651;1;6;9;SO48986;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-22T00:00:00;2012-08-03T00:00:00;2012-07-29T00:00:00
321;20120722;20120803;20120729;26655;1;6;9;SO48987;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-22T00:00:00;2012-08-03T00:00:00;2012-07-29T00:00:00
370;20120723;20120804;20120730;16565;1;100;8;SO48988;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-23T00:00:00;2012-08-04T00:00:00;2012-07-30T00:00:00
354;20120723;20120804;20120730;12291;1;100;8;SO48991;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-23T00:00:00;2012-08-04T00:00:00;2012-07-30T00:00:00
377;20120723;20120804;20120730;23410;1;6;9;SO48993;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-23T00:00:00;2012-08-04T00:00:00;2012-07-30T00:00:00
333;20120724;20120805;20120731;26661;1;6;9;SO48998;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-24T00:00:00;2012-08-05T00:00:00;2012-07-31T00:00:00
371;20120725;20120806;20120801;23323;1;6;9;SO49002;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-25T00:00:00;2012-08-06T00:00:00;2012-08-01T00:00:00
369;20120725;20120806;20120801;23325;2;6;9;SO49003;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-25T00:00:00;2012-08-06T00:00:00;2012-08-01T00:00:00
370;20120725;20120806;20120801;23420;1;6;9;SO49004;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-25T00:00:00;2012-08-06T00:00:00;2012-08-01T00:00:00
360;20120725;20120806;20120801;13633;1;6;9;SO49006;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-25T00:00:00;2012-08-06T00:00:00;2012-08-01T00:00:00
362;20120725;20120806;20120801;13637;2;6;9;SO49007;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-25T00:00:00;2012-08-06T00:00:00;2012-08-01T00:00:00
331;20120725;20120806;20120801;26660;1;6;9;SO49008;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-25T00:00:00;2012-08-06T00:00:00;2012-08-01T00:00:00
369;20120726;20120807;20120802;23416;2;6;9;SO49010;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-26T00:00:00;2012-08-07T00:00:00;2012-08-02T00:00:00
368;20120727;20120808;20120803;16572;1;100;8;SO49012;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-27T00:00:00;2012-08-08T00:00:00;2012-08-03T00:00:00
368;20120727;20120808;20120803;23331;1;6;9;SO49014;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-27T00:00:00;2012-08-08T00:00:00;2012-08-03T00:00:00
352;20120727;20120808;20120803;13965;1;6;9;SO49015;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-27T00:00:00;2012-08-08T00:00:00;2012-08-03T00:00:00
358;20120727;20120808;20120803;13971;1;6;9;SO49016;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-27T00:00:00;2012-08-08T00:00:00;2012-08-03T00:00:00
385;20120728;20120809;20120804;19035;1;100;8;SO49020;1;1;1;1000,4375;1000,4375;0;0;605,6492;605,6492;1000,4375;80,035;25,0109;;;2012-07-28T00:00:00;2012-08-09T00:00:00;2012-08-04T00:00:00
377;20120728;20120809;20120804;23116;1;6;9;SO49022;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-28T00:00:00;2012-08-09T00:00:00;2012-08-04T00:00:00
329;20120728;20120809;20120804;26589;1;6;9;SO49023;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-28T00:00:00;2012-08-09T00:00:00;2012-08-04T00:00:00
341;20120728;20120809;20120804;26654;1;6;9;SO49024;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-28T00:00:00;2012-08-09T00:00:00;2012-08-04T00:00:00
370;20120729;20120810;20120805;16549;1;100;8;SO49026;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-29T00:00:00;2012-08-10T00:00:00;2012-08-05T00:00:00
360;20120729;20120810;20120805;13648;1;6;9;SO49028;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-07-29T00:00:00;2012-08-10T00:00:00;2012-08-05T00:00:00
383;20120729;20120810;20120805;25020;1;6;9;SO49029;1;1;1;1000,4375;1000,4375;0;0;605,6492;605,6492;1000,4375;80,035;25,0109;;;2012-07-29T00:00:00;2012-08-10T00:00:00;2012-08-05T00:00:00
375;20120729;20120810;20120805;23119;1;6;9;SO49030;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-29T00:00:00;2012-08-10T00:00:00;2012-08-05T00:00:00
368;20120730;20120811;20120806;23321;1;6;9;SO49034;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-30T00:00:00;2012-08-11T00:00:00;2012-08-06T00:00:00
375;20120730;20120811;20120806;23343;1;6;9;SO49035;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-07-30T00:00:00;2012-08-11T00:00:00;2012-08-06T00:00:00
352;20120731;20120812;20120807;14047;1;6;9;SO49173;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-31T00:00:00;2012-08-12T00:00:00;2012-08-07T00:00:00
354;20120731;20120812;20120807;14049;1;6;9;SO49174;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-07-31T00:00:00;2012-08-12T00:00:00;2012-08-07T00:00:00
370;20120731;20120812;20120807;23431;1;6;9;SO49175;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-07-31T00:00:00;2012-08-12T00:00:00;2012-08-07T00:00:00
333;20120731;20120812;20120807;26744;1;6;9;SO49180;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-07-31T00:00:00;2012-08-12T00:00:00;2012-08-07T00:00:00
369;20120801;20120813;20120808;16830;2;100;8;SO49182;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-08-01T00:00:00;2012-08-13T00:00:00;2012-08-08T00:00:00
370;20120801;20120813;20120808;16944;1;100;8;SO49183;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-08-01T00:00:00;2012-08-13T00:00:00;2012-08-08T00:00:00
362;20120801;20120813;20120808;14129;2;6;9;SO49184;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-08-01T00:00:00;2012-08-13T00:00:00;2012-08-08T00:00:00
362;20120801;20120813;20120808;14134;2;6;9;SO49185;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-08-01T00:00:00;2012-08-13T00:00:00;2012-08-08T00:00:00
370;20120801;20120813;20120808;23526;1;6;9;SO49186;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-08-01T00:00:00;2012-08-13T00:00:00;2012-08-08T00:00:00
379;20120801;20120813;20120808;23545;1;6;9;SO49187;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-08-01T00:00:00;2012-08-13T00:00:00;2012-08-08T00:00:00
383;20120801;20120813;20120808;25033;1;6;9;SO49190;1;1;1;1000,4375;1000,4375;0;0;605,6492;605,6492;1000,4375;80,035;25,0109;;;2012-08-01T00:00:00;2012-08-13T00:00:00;2012-08-08T00:00:00
387;20120802;20120814;20120809;19040;1;100;8;SO49192;1;1;1;1000,4375;1000,4375;0;0;605,6492;605,6492;1000,4375;80,035;25,0109;;;2012-08-02T00:00:00;2012-08-14T00:00:00;2012-08-09T00:00:00
321;20120802;20120814;20120809;20845;1;100;8;SO49195;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-08-02T00:00:00;2012-08-14T00:00:00;2012-08-09T00:00:00
354;20120802;20120814;20120809;12386;1;100;8;SO49196;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-08-02T00:00:00;2012-08-14T00:00:00;2012-08-09T00:00:00
343;20120802;20120814;20120809;26662;1;6;9;SO49198;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-08-02T00:00:00;2012-08-14T00:00:00;2012-08-09T00:00:00
337;20120802;20120814;20120809;26667;1;6;9;SO49199;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-08-02T00:00:00;2012-08-14T00:00:00;2012-08-09T00:00:00
352;20120803;20120815;20120810;14103;1;6;9;SO49204;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-08-03T00:00:00;2012-08-15T00:00:00;2012-08-10T00:00:00
358;20120803;20120815;20120810;14130;1;6;9;SO49205;1;1;1;2049,0982;2049,0982;0;0;1105,81;1105,81;2049,0982;163,9279;51,2275;;;2012-08-03T00:00:00;2012-08-15T00:00:00;2012-08-10T00:00:00
375;20120803;20120815;20120810;23423;1;6;9;SO49206;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-08-03T00:00:00;2012-08-15T00:00:00;2012-08-10T00:00:00
369;20120803;20120815;20120810;23432;2;6;9;SO49207;1;1;1;2443,35;2443,35;0;0;1518,7864;1518,7864;2443,35;195,468;61,0838;;;2012-08-03T00:00:00;2012-08-15T00:00:00;2012-08-10T00:00:00
375;20120803;20120815;20120810;23531;1;6;9;SO49208;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-08-03T00:00:00;2012-08-15T00:00:00;2012-08-10T00:00:00
371;20120803;20120815;20120810;23541;1;6;9;SO49209;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-08-03T00:00:00;2012-08-15T00:00:00;2012-08-10T00:00:00
387;20120803;20120815;20120810;25034;1;6;9;SO49213;1;1;1;1000,4375;1000,4375;0;0;605,6492;605,6492;1000,4375;80,035;25,0109;;;2012-08-03T00:00:00;2012-08-15T00:00:00;2012-08-10T00:00:00
379;20120803;20120815;20120810;23575;1;6;9;SO49214;1;1;1;2181,5625;2181,5625;0;0;1320,6838;1320,6838;2181,5625;174,525;54,5391;;;2012-08-03T00:00:00;2012-08-15T00:00:00;2012-08-10T00:00:00
327;20120803;20120815;20120810;26749;1;6;9;SO49216;1;1;1;782,99;782,99;0;0;486,7066;486,7066;782,99;62,6392;19,5748;;;2012-08-03T00:00:00;2012-08-15T00:00:00;2012-08-10T00:00:00
352;20120804;20120816;20120811;14032;1;6;9;SO49220;1;1;1;2071,4196;2071,4196;0;0;1117,8559;1117,8559;2071,4196;165,7136;51,7855;;;2012-08-04T00:00:00;2012-08-16T00:00:00;2012-08-11T00:00:00
